team,date,opponent,OffRtg,DefRtg,ThreePA,TOV,ORB,DRB,location,MOV,roll_OffRtg,roll_DefRtg,roll_ThreePA,roll_TOV,roll_ORB,roll_DRB,recent_form,games_played
Abilene Christian,2025-11-14,Stephen F. Austin,96.8,111.5,10,10,8,27,-1,-10,120.16666666666667,84.89999999999999,21.0,12.666666666666666,12.333333333333334,25.0,26.666666666666668,3
Abilene Christian,2025-11-18,Texas State,75.1,96.6,15,14,12,15,-1,-14,114.325,91.55,18.25,12.0,11.25,25.5,17.5,4
Abilene Christian,2025-11-24,UTSA,93.9,77.0,22,12,16,21,0,11,106.47999999999999,92.55999999999999,17.6,12.4,11.4,23.4,11.2,5
Abilene Christian,2025-11-25,William & Mary,76.2,120.8,27,19,9,15,0,-34,104.38333333333333,89.96666666666665,18.333333333333332,12.333333333333334,12.166666666666666,23.0,6.0,6
Abilene Christian,2025-11-28,Jarvis Christian,117.3,74.2,23,16,15,28,1,32,100.35714285714286,94.37142857142858,19.571428571428573,13.285714285714286,11.714285714285714,21.857142857142858,-1.2,7
Abilene Christian,2025-12-02,Pepperdine,116.6,103.4,22,7,9,19,-1,8,102.475,91.85,20.0,13.625,12.125,22.625,-3.0,8
Abilene Christian,2025-12-06,New Mexico State,116.2,104.1,17,13,7,16,1,8,104.04444444444444,93.13333333333334,20.22222222222222,12.88888888888889,11.777777777777779,22.22222222222222,0.6,9
Abilene Christian,2025-12-16,Arizona,82.7,128.1,16,16,9,10,-1,-34,105.25999999999999,94.22999999999999,19.9,12.9,11.3,21.6,5.0,10
Abilene Christian,2025-12-19,Brigham Young,91.7,116.3,16,15,7,14,-1,-18,103.2090909090909,97.30909090909091,19.545454545454547,13.181818181818182,11.090909090909092,20.545454545454547,-4.0,11
Abilene Christian,2025-12-22,Texas Southern,108.8,98.7,19,14,7,22,-1,7,102.25,98.89166666666667,19.25,13.333333333333334,10.75,20.0,-0.8,12
Abilene Christian,2026-01-01,Utah Tech,96.4,119.0,17,16,8,14,1,-15,102.75384615384615,98.87692307692308,19.23076923076923,13.384615384615385,10.461538461538462,20.153846153846153,-5.8,13
Abilene Christian,2026-01-03,Utah Valley,120.8,96.6,13,10,7,18,1,17,102.3,100.31428571428572,19.071428571428573,13.571428571428571,10.285714285714286,19.714285714285715,-10.4,14
Abilene Christian,2026-01-08,Tarleton State,114.2,108.8,17,18,10,20,-1,4,103.53333333333333,100.06666666666666,18.666666666666668,13.333333333333334,10.066666666666666,19.6,-8.6,15
Abilene Christian,2026-01-10,UT Arlington,107.5,122.4,12,10,5,12,-1,-10,104.2,100.6125,18.5625,13.625,10.0625,19.625,-1.0,16
Abilene Christian,2026-01-15,California Baptist,89.3,114.0,10,8,6,18,1,-16,104.39411764705882,101.89411764705882,18.176470588235293,13.411764705882353,9.764705882352942,19.176470588235293,0.6,17
Abilene Christian,2026-01-17,Southern Utah,69.6,99.0,18,14,13,21,-1,-22,103.55555555555556,102.56666666666666,17.72222222222222,13.11111111111111,9.555555555555555,19.11111111111111,-4.0,18
Abilene Christian,2026-01-29,Utah Tech,94.4,102.4,24,16,10,20,1,-6,101.76842105263158,102.37894736842105,17.736842105263158,13.157894736842104,9.736842105263158,19.210526315789473,-5.4,19
Abilene Christian,2026-01-31,Southern Utah,108.8,113.1,23,9,5,9,1,-3,101.4,102.38,18.05,13.3,9.75,19.25,-10.0,20
Abilene Christian,2026-02-05,Utah Valley,80.8,99.9,18,18,8,18,-1,-13,101.75238095238096,102.89047619047618,18.285714285714285,13.095238095238095,9.523809523809524,18.761904761904763,-11.4,21
Abilene Christian,2026-02-07,California Baptist,91.0,93.9,19,12,11,28,-1,-2,100.8,102.75454545454545,18.272727272727273,13.318181818181818,9.454545454545455,18.727272727272727,-12.0,22
Abilene Christian,2026-02-12,UT Arlington,97.5,91.7,21,11,11,17,1,4,100.37391304347825,102.3695652173913,18.304347826086957,13.26086956521739,9.521739130434783,19.130434782608695,-9.2,23
Abilene Christian,2026-02-14,Tarleton State,101.9,82.4,23,22,11,20,1,14,100.25416666666666,101.925,18.416666666666668,13.166666666666666,9.583333333333334,19.041666666666668,-4.0,24
Abilene Christian,2026-02-16,Tarleton State,80.8,84.7,19,18,13,26,-1,-3,100.32,101.14399999999999,18.6,13.52,9.64,19.08,0.0,25
Abilene Christian,2026-02-21,Southern Utah,112.9,107.7,14,11,5,14,1,4,99.56923076923077,100.51153846153846,18.615384615384617,13.692307692307692,9.76923076923077,19.346153846153847,0.0,26
Abilene Christian,2026-02-26,Utah Tech,115.9,121.7,22,6,5,19,-1,-4,100.06296296296296,100.77777777777777,18.444444444444443,13.592592592592593,9.592592592592593,19.14814814814815,3.4,27
Abilene Christian,2026-02-28,Utah Valley,97.3,107.5,18,17,9,22,-1,-7,100.62857142857142,101.52499999999999,18.571428571428573,13.321428571428571,9.428571428571429,19.142857142857142,3.0,28
Abilene Christian,2026-03-05,California Baptist,65.3,118.4,15,21,5,17,-1,-39,100.51379310344828,101.73103448275862,18.551724137931036,13.448275862068966,9.413793103448276,19.24137931034483,0.8,29
Abilene Christian,2026-03-07,UT Arlington,87.1,97.8,17,8,5,19,1,-7,99.33999999999999,102.28666666666666,18.433333333333334,13.7,9.266666666666667,19.166666666666668,-9.8,30
Abilene Christian,2026-03-11,Tarleton State,106.3,98.7,15,15,3,23,0,6,98.94516129032259,102.14193548387097,18.387096774193548,13.516129032258064,9.129032258064516,19.161290322580644,-10.6,31
Abilene Christian,2026-03-12,Utah Tech,103.6,112.0,18,12,8,17,0,-6,99.175,102.034375,18.28125,13.5625,8.9375,19.28125,-10.2,32
Air Force,2025-11-15,Miami (OH),89.2,111.1,18,12,6,24,1,-15,91.26666666666667,110.53333333333335,21.666666666666668,16.0,10.666666666666666,20.666666666666668,-13.333333333333334,3
Air Force,2025-11-19,Alabama State,98.5,95.6,21,17,5,24,1,2,90.75,110.675,20.75,15.0,9.5,21.5,-13.75,4
Air Force,2025-11-21,SIU Edwardsville,110.7,90.6,24,9,10,27,1,14,92.3,107.66,20.8,15.4,8.6,22.0,-10.6,5
Air Force,2025-11-23,IU Indy,123.6,107.2,23,12,6,27,1,13,95.36666666666667,104.81666666666666,21.333333333333332,14.333333333333334,8.833333333333334,22.833333333333332,-4.6,6
Air Force,2025-11-26,Northern Colorado,87.3,116.9,17,8,6,20,1,-18,99.39999999999999,105.15714285714286,21.571428571428573,14.0,8.428571428571429,23.428571428571427,2.0,7
Air Force,2025-11-29,South Dakota,89.0,113.1,10,11,4,17,0,-17,97.8875,106.625,21.0,13.25,8.125,23.0,-0.8,8
Air Force,2025-12-03,Pacific,104.3,128.3,19,10,6,13,1,-15,96.9,107.34444444444445,19.77777777777778,13.0,7.666666666666667,22.333333333333332,-1.2,9
Air Force,2025-12-07,Navy,87.0,94.7,25,11,5,26,-1,-5,97.64,109.44000000000001,19.7,12.7,7.5,21.4,-4.6,10
Air Force,2025-12-17,San Diego State,90.1,125.8,24,13,4,19,-1,-23,96.67272727272729,108.1,20.181818181818183,12.545454545454545,7.2727272727272725,21.818181818181817,-8.4,11
Air Force,2025-12-30,Wyoming,81.0,98.3,12,18,3,19,1,-12,96.125,109.575,20.5,12.583333333333334,7.0,21.583333333333332,-15.6,12
Air Force,2026-01-03,UNLV,60.2,103.3,19,11,7,23,-1,-28,94.96153846153847,108.70769230769231,19.846153846153847,13.0,6.6923076923076925,21.384615384615383,-14.4,13
Air Force,2026-01-06,Utah State,91.8,146.6,20,12,4,16,1,-37,92.47857142857143,108.32142857142857,19.785714285714285,12.857142857142858,6.714285714285714,21.5,-16.6,14
Air Force,2026-01-10,New Mexico,71.2,132.2,18,20,5,20,1,-42,92.43333333333334,110.87333333333332,19.8,12.8,6.533333333333333,21.133333333333333,-21.0,15
Air Force,2026-01-13,San Jose State,102.9,116.2,22,15,9,18,-1,-8,91.10625,112.20625,19.6875,13.25,6.4375,21.0625,-28.4,16
Air Force,2026-01-17,Nevada,97.2,119.3,32,13,3,16,1,-15,91.8,112.44117647058823,19.823529411764707,13.352941176470589,6.588235294117647,20.88235294117647,-25.4,17
Air Force,2026-01-20,Colorado State,80.9,125.9,30,13,6,23,-1,-29,92.1,112.82222222222222,20.5,13.333333333333334,6.388888888888889,20.61111111111111,-26.0,18
Air Force,2026-01-24,Boise State,86.3,153.5,22,11,3,14,-1,-42,91.51052631578948,113.51052631578946,21.0,13.31578947368421,6.368421052631579,20.736842105263158,-26.2,19
Air Force,2026-01-31,Fresno State,86.8,110.6,26,15,8,27,1,-17,91.25,115.50999999999999,21.05,13.2,6.2,20.4,-27.2,20
Air Force,2026-02-03,Grand Canyon,81.6,116.0,21,18,5,21,-1,-24,91.03809523809524,115.27619047619048,21.285714285714285,13.285714285714286,6.285714285714286,20.714285714285715,-22.2,21
Air Force,2026-02-07,San Diego State,77.5,126.3,22,20,3,18,1,-34,90.60909090909091,115.30909090909091,21.272727272727273,13.5,6.2272727272727275,20.727272727272727,-25.4,22
Air Force,2026-02-10,Colorado State,115.1,141.6,21,11,6,18,1,-17,90.0391304347826,115.78695652173913,21.304347826086957,13.782608695652174,6.086956521739131,20.608695652173914,-29.2,23
Air Force,2026-02-14,Fresno State,85.8,126.7,29,17,5,22,-1,-30,91.08333333333333,116.8625,21.291666666666668,13.666666666666666,6.083333333333333,20.5,-26.8,24
Air Force,2026-02-17,New Mexico,86.3,138.6,31,9,3,18,-1,-37,90.87200000000001,117.256,21.6,13.8,6.04,20.56,-24.4,25
Air Force,2026-02-21,UNLV,93.0,128.2,22,15,9,22,1,-25,90.69615384615385,118.07692307692308,21.96153846153846,13.615384615384615,5.923076923076923,20.46153846153846,-28.4,26
Air Force,2026-02-24,San Jose State,119.9,128.9,22,9,8,21,1,-6,90.78148148148148,118.45185185185184,21.962962962962962,13.666666666666666,6.037037037037037,20.51851851851852,-28.6,27
Air Force,2026-02-28,Wyoming,93.5,99.6,18,15,7,27,-1,-4,91.82142857142857,118.825,21.964285714285715,13.5,6.107142857142857,20.535714285714285,-23.0,28
Air Force,2026-03-03,Grand Canyon,86.1,123.5,17,12,0,20,1,-26,91.87931034482759,118.16206896551724,21.82758620689655,13.551724137931034,6.137931034482759,20.75862068965517,-20.4,29
Air Force,2026-03-07,Nevada,89.0,111.6,12,8,2,17,-1,-15,91.68666666666667,118.33999999999999,21.666666666666668,13.5,5.933333333333334,20.733333333333334,-19.6,30
Air Force,2026-03-11,Nevada,62.3,110.7,22,17,6,18,0,-35,91.6,118.12258064516129,21.35483870967742,13.32258064516129,5.806451612903226,20.612903225806452,-15.2,31
Akron,2025-11-16,Purdue,109.0,133.8,33,10,11,14,-1,-18,125.06666666666668,81.10000000000001,37.0,8.666666666666666,14.666666666666666,31.666666666666668,35.666666666666664,3
Akron,2025-11-21,Iona,123.6,96.5,21,10,10,28,0,21,121.05000000000001,94.275,36.0,9.0,13.75,27.25,22.25,4
Akron,2025-11-23,Evansville,138.8,84.4,30,11,10,17,0,38,121.55999999999999,94.72,33.0,9.2,13.0,27.4,22.0,5
Akron,2025-11-24,Yale,141.1,145.6,23,11,7,11,0,-3,124.43333333333334,93.0,32.5,9.5,12.5,25.666666666666668,26.8,6
Akron,2025-11-29,Milwaukee,133.2,102.8,23,14,4,31,1,24,126.81428571428572,100.51428571428572,31.142857142857142,9.714285714285714,11.714285714285714,23.571428571428573,19.2,7
Akron,2025-12-03,Bucknell,137.3,109.0,29,5,8,27,1,20,127.6125,100.8,30.125,10.25,10.75,24.5,12.4,8
Akron,2025-12-06,Tulane,120.1,96.9,31,14,11,31,-1,17,128.6888888888889,101.71111111111111,30.0,9.666666666666666,10.444444444444445,24.77777777777778,20.0,9
Akron,2025-12-13,Murray State,119.9,137.9,18,7,11,18,0,-15,127.83,101.23,30.1,10.1,10.5,25.4,19.2,10
Akron,2025-12-19,Eastern Michigan,125.7,97.3,18,8,11,30,1,21,127.10909090909091,104.56363636363636,29.0,9.818181818181818,10.545454545454545,24.727272727272727,8.6,11
Akron,2025-12-29,Concord,144.7,80.5,26,7,8,31,1,51,126.99166666666667,103.95833333333333,28.083333333333332,9.666666666666666,10.583333333333334,25.166666666666668,13.4,12
Akron,2026-01-03,Miami (OH),100.7,104.8,32,15,10,25,-1,-3,128.35384615384615,102.15384615384616,27.923076923076923,9.461538461538462,10.384615384615385,25.615384615384617,18.8,13
Akron,2026-01-06,Central Michigan,117.9,99.2,25,17,10,22,1,13,126.37857142857142,102.34285714285714,28.214285714285715,9.857142857142858,10.357142857142858,25.571428571428573,14.2,14
Akron,2026-01-09,Bowling Green,103.2,89.8,34,14,8,28,-1,10,125.81333333333333,102.13333333333334,28.0,10.333333333333334,10.333333333333334,25.333333333333332,13.4,15
Akron,2026-01-13,Ball State,122.9,108.7,35,8,7,22,1,10,124.4,101.3625,28.375,10.5625,10.1875,25.5,18.4,16
Akron,2026-01-17,Western Michigan,149.7,128.1,35,8,11,18,1,15,124.31176470588237,101.79411764705883,28.764705882352942,10.411764705882353,10.0,25.294117647058822,16.2,17
Akron,2026-01-20,Buffalo,118.7,91.2,35,10,9,29,-1,19,125.72222222222223,103.25555555555555,29.11111111111111,10.277777777777779,10.055555555555555,24.88888888888889,9.0,18
Akron,2026-01-23,Ohio,113.8,86.0,17,12,8,32,-1,21,125.35263157894735,102.62105263157895,29.42105263157895,10.263157894736842,10.0,25.105263157894736,13.4,19
Akron,2026-01-27,Toledo,130.2,115.9,27,11,16,20,1,10,124.775,101.78999999999999,28.8,10.35,9.9,25.45,15.0,20
Akron,2026-01-30,Kent State,98.8,74.5,34,13,9,28,1,17,125.03333333333333,102.46190476190475,28.714285714285715,10.380952380952381,10.19047619047619,25.19047619047619,15.0,21
Akron,2026-02-03,Eastern Michigan,95.1,92.2,34,12,10,22,-1,2,123.8409090909091,101.19090909090909,28.954545454545453,10.5,10.136363636363637,25.318181818181817,16.4,22
Akron,2026-02-07,Troy,109.3,125.1,30,7,8,23,-1,-10,122.59130434782608,100.8,29.17391304347826,10.565217391304348,10.130434782608695,25.17391304347826,13.8,23
Akron,2026-02-13,Massachusetts,124.9,116.1,30,10,7,23,1,7,122.03750000000001,101.8125,29.208333333333332,10.416666666666666,10.041666666666666,25.083333333333332,8.0,24
Akron,2026-02-17,Western Michigan,131.6,106.7,28,7,13,25,-1,17,122.152,102.384,29.24,10.4,9.92,25.0,5.2,25
Akron,2026-02-20,Ball State,115.2,96.0,29,9,12,26,-1,13,122.51538461538462,102.55000000000001,29.192307692307693,10.26923076923077,10.038461538461538,25.0,6.6,26
Akron,2026-02-24,Buffalo,120.4,103.4,21,16,6,28,1,14,122.24444444444444,102.30740740740741,29.185185185185187,10.222222222222221,10.11111111111111,25.037037037037038,5.8,27
Akron,2026-02-27,Kent State,128.9,98.1,28,13,7,25,-1,22,122.17857142857143,102.34642857142856,28.892857142857142,10.428571428571429,9.964285714285714,25.142857142857142,8.2,28
Akron,2026-03-03,Central Michigan,113.2,94.1,33,12,14,27,-1,13,122.41034482758621,102.2,28.862068965517242,10.517241379310345,9.862068965517242,25.137931034482758,14.6,29
Akron,2026-03-06,Northern Illinois,135.8,79.5,27,12,7,31,1,39,122.10333333333332,101.93,29.0,10.566666666666666,10.0,25.2,15.8,30
Akron,2026-03-12,Buffalo,103.5,99.3,24,10,10,26,0,3,122.54516129032258,101.20645161290322,28.93548387096774,10.612903225806452,9.903225806451612,25.387096774193548,20.2,31
Akron,2026-03-13,Kent State,105.9,96.0,24,8,7,26,0,7,121.95,101.146875,28.78125,10.59375,9.90625,25.40625,18.2,32
Akron,2026-03-14,Toledo,113.3,109.0,34,8,13,22,0,3,121.46363636363637,100.99090909090908,28.636363636363637,10.515151515151516,9.818181818181818,25.424242424242426,16.8,33
Akron,2026-03-20,Texas Tech,104.0,133.3,19,9,6,12,0,-20,121.22352941176472,101.22647058823529,28.794117647058822,10.441176470588236,9.911764705882353,25.323529411764707,13.0,34
Alabama,2025-11-19,Illinois,112.9,107.9,36,10,9,26,0,4,117.16666666666667,105.2,35.0,9.333333333333334,8.666666666666666,26.0,9.666666666666666,3
Alabama,2025-11-24,Gonzaga,107.4,120.0,29,13,11,23,0,-10,116.1,105.875,35.25,9.5,8.75,26.0,8.25,4
Alabama,2025-11-26,UNLV,141.7,93.7,33,12,12,33,0,39,114.35999999999999,108.7,34.0,10.2,9.2,25.4,4.6,5
Alabama,2025-11-27,Maryland,129.8,89.0,31,12,7,36,0,33,118.91666666666667,106.2,33.833333333333336,10.5,9.666666666666666,26.666666666666668,6.6,6
Alabama,2025-12-03,Clemson,124.1,115.8,34,8,12,24,1,6,120.47142857142856,103.74285714285715,33.42857142857143,10.714285714285714,9.285714285714286,28.0,11.8,7
Alabama,2025-12-07,UTSA,122.7,69.6,57,5,17,38,1,42,120.925,105.25,33.5,10.375,9.625,27.5,14.4,8
Alabama,2025-12-13,Arizona,97.4,124.6,32,15,3,27,0,-21,121.1222222222222,101.28888888888889,36.111111111111114,9.777777777777779,10.444444444444445,28.666666666666668,22.0,9
Alabama,2025-12-17,South Florida,126.2,112.9,33,14,17,25,1,11,118.75,103.62,35.7,10.3,9.7,28.5,19.8,10
Alabama,2025-12-21,Kennesaw State,115.4,101.6,31,7,10,25,0,11,119.42727272727274,104.46363636363635,35.45454545454545,10.636363636363637,10.363636363636363,28.181818181818183,14.2,11
Alabama,2025-12-29,Yale,140.7,107.6,54,5,17,24,1,24,119.09166666666665,104.22500000000001,35.083333333333336,10.333333333333334,10.333333333333334,27.916666666666668,9.8,12
Alabama,2026-01-03,Kentucky,124.1,103.2,38,9,13,24,1,15,120.75384615384615,104.48461538461538,36.53846153846154,9.923076923076923,10.846153846153847,27.615384615384617,13.4,13
Alabama,2026-01-07,Vanderbilt,106.6,113.7,40,13,14,30,-1,-6,120.99285714285715,104.39285714285714,36.642857142857146,9.857142857142858,11.0,27.357142857142858,8.0,14
Alabama,2026-01-10,Texas,117.3,122.6,28,7,10,25,1,-4,120.03333333333333,105.01333333333334,36.86666666666667,10.066666666666666,11.2,27.533333333333335,11.0,15
Alabama,2026-01-13,Mississippi State,124.7,105.4,34,5,9,36,-1,15,119.8625,106.1125,36.3125,9.875,11.125,27.375,8.0,16
Alabama,2026-01-17,Oklahoma,107.2,104.7,33,10,12,27,-1,2,120.1470588235294,106.07058823529412,36.1764705882353,9.588235294117647,11.0,27.88235294117647,8.8,17
Alabama,2026-01-24,Tennessee,104.1,112.6,26,7,7,21,1,-6,119.42777777777776,105.99444444444445,36.0,9.61111111111111,11.055555555555555,27.833333333333332,4.4,18
Alabama,2026-01-27,Missouri,121.4,86.3,39,7,8,31,1,26,118.62105263157896,106.34210526315789,35.473684210526315,9.473684210526315,10.842105263157896,27.473684210526315,0.2,19
Alabama,2026-02-01,Florida,98.4,127.8,34,17,8,22,-1,-23,118.75999999999999,105.34,35.65,9.35,10.7,27.65,6.6,20
Alabama,2026-02-04,Texas A&M,127.0,123.2,48,6,12,28,1,3,117.79047619047618,106.4095238095238,35.57142857142857,9.714285714285714,10.571428571428571,27.38095238095238,2.8,21
Alabama,2026-02-07,Auburn,123.6,118.4,23,13,3,23,-1,4,118.2090909090909,107.17272727272729,36.13636363636363,9.545454545454545,10.636363636363637,27.40909090909091,0.4,22
Alabama,2026-02-11,Ole Miss,121.2,96.4,45,6,7,27,-1,19,118.44347826086955,107.66086956521738,35.56521739130435,9.695652173913043,10.304347826086957,27.217391304347824,0.8,23
Alabama,2026-02-14,South Carolina,116.8,98.4,34,12,7,32,1,14,118.55833333333334,107.19166666666666,35.958333333333336,9.541666666666666,10.166666666666666,27.208333333333332,5.8,24
Alabama,2026-02-18,Arkansas,132.1,129.8,29,11,11,29,1,2,118.488,106.84,35.88,9.64,10.04,27.4,3.4,25
Alabama,2026-02-21,Louisiana State,123.3,113.7,30,7,10,24,-1,7,119.01153846153846,107.72307692307693,35.61538461538461,9.692307692307692,10.076923076923077,27.46153846153846,8.4,26
Alabama,2026-02-25,Mississippi State,130.0,97.5,50,13,15,32,1,25,119.17037037037036,107.94444444444444,35.407407407407405,9.592592592592593,10.074074074074074,27.333333333333332,9.2,27
Alabama,2026-02-28,Tennessee,110.1,107.0,27,9,6,19,-1,2,119.55714285714285,107.57142857142857,35.92857142857143,9.714285714285714,10.25,27.5,13.4,28
Alabama,2026-03-03,Georgia,113.2,126.1,42,9,8,18,-1,-10,119.23103448275862,107.55172413793103,35.62068965517241,9.689655172413794,10.10344827586207,27.20689655172414,10.0,29
Alabama,2026-03-07,Auburn,133.0,116.4,27,7,18,20,1,12,119.03,108.17,35.833333333333336,9.666666666666666,10.033333333333333,26.9,5.2,30
Alabama,2026-03-13,Ole Miss,106.0,107.4,29,5,7,27,0,-1,119.48064516129033,108.43548387096774,35.54838709677419,9.580645161290322,10.290322580645162,26.677419354838708,7.2,31
Alabama,2026-03-20,Hofstra,124.7,97.0,36,10,14,26,0,20,119.059375,108.403125,35.34375,9.4375,10.1875,26.6875,5.6,32
Alabama,2026-03-22,Texas Tech,124.5,89.9,42,13,17,25,0,25,119.23030303030303,108.05757575757576,35.36363636363637,9.454545454545455,10.303030303030303,26.666666666666668,4.6,33
Alabama,2026-03-27,Michigan,103.9,121.5,47,7,8,20,0,-13,119.38529411764705,107.52352941176471,35.55882352941177,9.558823529411764,10.5,26.61764705882353,9.2,34
Alabama A&M,2025-11-16,Lindenwood,107.4,94.3,21,13,8,23,1,9,92.7,103.96666666666668,19.0,12.0,8.333333333333334,22.333333333333332,-7.666666666666667,3
Alabama A&M,2025-11-28,Clemson,79.3,130.2,22,10,3,19,-1,-36,96.375,101.55000000000001,19.5,12.25,8.25,22.5,-3.5,4
Alabama A&M,2025-11-30,Coastal Carolina,86.0,96.0,19,10,8,27,-1,-7,92.96000000000001,107.28,20.0,11.8,7.2,21.8,-10.0,5
Alabama A&M,2025-12-03,Tennessee State,118.2,78.3,17,15,10,28,1,27,91.8,105.39999999999999,19.833333333333332,11.5,7.333333333333333,22.666666666666668,-15.4,6
Alabama A&M,2025-12-07,Lipscomb,87.1,138.2,14,12,11,21,-1,-34,95.57142857142857,101.52857142857144,19.428571428571427,12.0,7.714285714285714,23.428571428571427,-0.6,7
Alabama A&M,2025-12-13,Arkansas Baptist,88.6,78.0,21,16,8,33,1,8,94.5125,106.1125,18.75,12.0,8.125,23.125,-8.2,8
Alabama A&M,2025-12-15,North Alabama,101.6,89.7,22,6,10,25,1,8,93.85555555555555,102.98888888888888,19.0,12.444444444444445,8.11111111111111,24.22222222222222,-8.4,9
Alabama A&M,2025-12-17,Ole Miss,101.7,123.3,18,10,4,20,0,-14,94.63,101.66,19.3,11.8,8.3,24.3,0.4,10
Alabama A&M,2025-12-21,Chattanooga,102.7,113.6,19,8,8,26,1,-7,95.27272727272727,103.62727272727274,19.181818181818183,11.636363636363637,7.909090909090909,23.90909090909091,-1.0,11
Alabama A&M,2025-12-30,Fisk,121.7,78.5,19,11,10,34,1,32,95.89166666666667,104.45833333333333,19.166666666666668,11.333333333333334,7.916666666666667,24.083333333333332,-7.8,12
Alabama A&M,2026-01-03,Arkansas–Pine Bluff,125.1,143.2,17,10,18,11,-1,-12,97.87692307692308,102.46153846153847,19.153846153846153,11.307692307692308,8.076923076923077,24.846153846153847,5.4,13
Alabama A&M,2026-01-05,Mississippi Valley State,99.4,71.4,19,17,9,29,-1,20,99.82142857142857,105.37142857142858,19.0,11.214285714285714,8.785714285714286,23.857142857142858,1.4,14
Alabama A&M,2026-01-10,Alcorn State,94.5,97.5,24,11,9,26,1,-2,99.79333333333334,103.10666666666665,19.0,11.6,8.8,24.2,3.8,15
Alabama A&M,2026-01-12,Jackson State,121.8,110.9,25,12,5,32,1,9,99.4625,102.75625,19.3125,11.5625,8.8125,24.3125,6.2,16
Alabama A&M,2026-01-19,Alabama State,102.2,96.6,20,12,6,19,0,4,100.7764705882353,103.23529411764706,19.647058823529413,11.588235294117647,8.588235294117647,24.764705882352942,9.4,17
Alabama A&M,2026-01-24,Texas Southern,108.1,130.0,18,12,4,21,-1,-15,100.85555555555555,102.86666666666666,19.666666666666668,11.61111111111111,8.444444444444445,24.444444444444443,3.8,18
Alabama A&M,2026-01-27,Prairie View A&M,116.0,87.0,17,10,7,28,-1,20,101.23684210526316,104.29473684210525,19.57894736842105,11.631578947368421,8.210526315789474,24.263157894736842,3.2,19
Alabama A&M,2026-01-31,Florida A&M,113.1,102.1,22,10,9,20,1,7,101.975,103.42999999999999,19.45,11.55,8.15,24.45,3.2,20
Alabama A&M,2026-02-02,Bethune-Cookman,81.8,105.5,15,12,7,27,1,-18,102.5047619047619,103.36666666666666,19.571428571428573,11.476190476190476,8.19047619047619,24.238095238095237,5.0,21
Alabama A&M,2026-02-07,Southern,104.8,124.9,14,8,8,17,-1,-13,101.56363636363636,103.46363636363635,19.363636363636363,11.5,8.136363636363637,24.363636363636363,-0.4,22
Alabama A&M,2026-02-09,Grambling State,99.1,87.1,18,12,6,22,-1,8,101.70434782608694,104.39565217391304,19.130434782608695,11.347826086956522,8.130434782608695,24.043478260869566,-3.8,23
Alabama A&M,2026-02-14,Mississippi Valley State,112.7,101.8,17,10,8,22,1,7,101.59583333333335,103.675,19.083333333333332,11.375,8.041666666666666,23.958333333333332,0.8,24
Alabama A&M,2026-02-16,Arkansas–Pine Bluff,126.3,107.9,17,10,6,26,1,12,102.04,103.6,19.0,11.32,8.04,23.88,-1.8,25
Alabama A&M,2026-02-19,Florida A&M,100.8,97.6,12,12,3,21,-1,2,102.97307692307693,103.76538461538462,18.923076923076923,11.26923076923077,7.961538461538462,23.96153846153846,-0.8,26
Alabama A&M,2026-02-21,Bethune-Cookman,109.8,122.9,15,8,10,15,-1,-9,102.89259259259259,103.53703703703704,18.666666666666668,11.296296296296296,7.777777777777778,23.85185185185185,3.2,27
Alabama A&M,2026-02-28,Alabama State,129.1,130.5,21,8,7,19,1,-1,103.13928571428572,104.22857142857143,18.535714285714285,11.178571428571429,7.857142857142857,23.535714285714285,4.0,28
Alabama A&M,2026-03-03,Grambling State,123.7,101.2,17,8,7,21,1,14,104.03448275862068,105.13448275862069,18.620689655172413,11.068965517241379,7.827586206896552,23.379310344827587,2.2,29
Alabama A&M,2026-03-05,Southern,110.9,114.8,14,8,8,22,1,-3,104.69,105.00333333333333,18.566666666666666,10.966666666666667,7.8,23.3,3.6,30
Alabama A&M,2026-03-12,Texas Southern,112.2,97.7,29,11,8,27,0,11,104.89032258064516,105.31935483870969,18.419354838709676,10.870967741935484,7.806451612903226,23.258064516129032,0.6,31
Alabama A&M,2026-03-13,Prairie View A&M,85.1,114.5,16,10,10,19,0,-19,105.11875,105.08125,18.75,10.875,7.8125,23.375,2.4,32
Alabama State,2025-11-17,Colorado,91.8,130.7,25,11,11,17,-1,-28,104.33333333333333,98.63333333333333,25.333333333333332,14.0,14.666666666666666,25.666666666666668,7.333333333333333,3
Alabama State,2025-11-19,Air Force,95.6,98.5,19,10,5,15,-1,-2,101.2,106.64999999999999,25.25,13.25,13.75,23.5,-1.5,4
Alabama State,2025-11-21,IU Indy,123.0,97.4,22,15,8,30,0,21,100.08,105.01999999999998,24.0,12.6,12.0,21.8,-1.6,5
Alabama State,2025-11-23,SIU Edwardsville,95.1,116.1,23,9,12,21,0,-15,103.89999999999999,103.75,23.666666666666668,13.0,11.333333333333334,23.166666666666668,10.0,6
Alabama State,2025-11-26,New Mexico,120.4,128.7,26,15,10,20,-1,-6,102.64285714285714,105.5142857142857,23.571428571428573,12.428571428571429,11.428571428571429,22.857142857142858,6.4,7
Alabama State,2025-12-07,UT Martin,94.8,109.7,18,13,5,24,-1,-10,104.8625,108.4125,23.875,12.75,11.25,22.5,-6.0,8
