Rk,Team,Date,ORtg,DRtg,3PA,TOV,ORB,DRB,,Opp,Result,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,PTS,ORB,DRB,TRB,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,AST,STL,BLK,TOV,PF,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA,ORtg,DRtg,FTr,3PAr,TS%,eFG%,FT/FGA
6123,Nicholls State,1/12/2026,90.6,125.2,33,19,10,18,@,McNeese State,L 68-94,200,24,59,0.407,12,26,0.462,12,33,0.364,8,14,0.571,68,32,62,0.516,21,39,0.538,11,23,0.478,19,22,0.864,94,10,18,28,8,28,36,16,9,4,19,17,18,9,6,11,15,90.6,125.2,0.237,0.559,0.518,0.508,0.136,125.2,90.6,0.355,0.371,0.649,0.605,0.306
6124,Norfolk State,1/12/2026,109.2,115.4,13,8,9,17,,Maryland Eastern Shore,L 70-74,200,22,48,0.458,19,35,0.543,3,13,0.231,23,33,0.697,70,20,49,0.408,14,28,0.5,6,21,0.286,28,37,0.757,74,9,17,26,10,18,28,13,7,1,8,24,13,6,2,9,22,109.2,115.4,0.688,0.271,0.55,0.49,0.479,115.4,109.2,0.755,0.429,0.556,0.469,0.571
6125,North Carolina Central,1/12/2026,128.7,112.8,9,9,3,23,@,Morgan State,W 89-78,200,30,47,0.638,26,38,0.684,4,9,0.444,25,33,0.758,89,24,55,0.436,17,33,0.515,7,22,0.318,23,33,0.697,78,3,23,26,12,17,29,24,6,1,9,24,14,3,2,11,22,128.7,112.8,0.702,0.191,0.71,0.681,0.532,112.8,128.7,0.6,0.4,0.552,0.5,0.418
6126,Northwestern State,1/12/2026,97.5,96,20,12,6,21,,Texas–Rio Grande Valley,W 64-63,200,20,49,0.408,14,29,0.483,6,20,0.3,18,23,0.783,64,24,53,0.453,16,28,0.571,8,25,0.32,7,7,1,63,6,21,27,4,24,28,12,7,2,12,10,16,8,2,13,20,97.5,96,0.469,0.408,0.534,0.469,0.367,96,97.5,0.132,0.472,0.559,0.528,0.132
6127,Prairie View A&M,1/12/2026,104.5,87.4,15,5,11,30,,Arkansas–Pine Bluff,W 73-61,200,24,56,0.429,18,41,0.439,6,15,0.4,19,31,0.613,73,20,60,0.333,13,34,0.382,7,26,0.269,14,23,0.609,61,11,30,41,10,22,32,15,7,4,5,18,7,1,5,14,24,104.5,87.4,0.554,0.268,0.516,0.482,0.339,87.4,104.5,0.383,0.433,0.43,0.392,0.233
6128,South Carolina State,1/12/2026,114.9,111.8,17,12,7,20,@,Coppin State,W 74-72,200,22,43,0.512,13,26,0.5,9,17,0.529,21,34,0.618,74,18,50,0.36,8,24,0.333,10,26,0.385,26,35,0.743,72,7,20,27,15,16,31,13,9,8,12,23,12,8,1,13,26,114.9,111.8,0.791,0.395,0.626,0.616,0.488,111.8,114.9,0.7,0.52,0.54,0.46,0.52
6129,Southeastern Louisiana,1/12/2026,105.5,109.7,22,9,15,16,,New Orleans,L 76-79,200,22,61,0.361,16,39,0.41,6,22,0.273,26,39,0.667,76,21,47,0.447,15,31,0.484,6,16,0.375,31,39,0.795,79,15,16,31,9,30,39,10,9,4,9,29,5,2,5,14,29,105.5,109.7,0.639,0.361,0.478,0.41,0.426,109.7,105.5,0.83,0.34,0.603,0.511,0.66
6130,Southern,1/12/2026,106,100.5,16,10,17,24,@,Bethune-Cookman,W 77-73,200,25,66,0.379,20,50,0.4,5,16,0.313,22,30,0.733,77,25,54,0.463,19,33,0.576,6,21,0.286,17,21,0.81,73,17,24,41,8,27,35,9,14,2,10,18,12,4,7,16,21,106,100.5,0.455,0.242,0.48,0.417,0.333,100.5,106,0.389,0.389,0.571,0.519,0.315
6131,Stephen F. Austin,1/12/2026,82.6,67.9,20,9,12,29,,Incarnate Word,W 56-46,200,21,61,0.344,19,41,0.463,2,20,0.1,12,22,0.545,56,18,55,0.327,18,42,0.429,0,13,0,10,15,0.667,46,12,29,41,7,25,32,7,9,4,9,18,7,3,4,12,19,82.6,67.9,0.361,0.328,0.392,0.361,0.197,67.9,82.6,0.273,0.236,0.37,0.327,0.182
6132,East Texas A&M,1/12/2026,74.2,90.5,20,13,10,22,,Texas A&M–Corpus Christi,L 50-61,200,18,55,0.327,17,35,0.486,1,20,0.05,13,22,0.591,50,21,49,0.429,18,35,0.514,3,14,0.214,16,24,0.667,61,10,22,32,7,26,33,11,9,4,13,19,8,6,5,13,19,74.2,90.5,0.4,0.364,0.382,0.336,0.236,90.5,74.2,0.49,0.286,0.505,0.459,0.327
6133,Texas A&M–Corpus Christi,1/12/2026,90.5,74.2,14,13,7,26,@,East Texas A&M,W 61-50,200,21,49,0.429,18,35,0.514,3,14,0.214,16,24,0.667,61,18,55,0.327,17,35,0.486,1,20,0.05,13,22,0.591,50,7,26,33,10,22,32,8,6,5,13,19,11,9,4,13,19,90.5,74.2,0.49,0.286,0.505,0.459,0.327,74.2,90.5,0.4,0.364,0.382,0.336,0.236
6134,Texas–Rio Grande Valley,1/12/2026,96,97.5,25,13,4,24,@,Northwestern State,L 63-64,200,24,53,0.453,16,28,0.571,8,25,0.32,7,7,1,63,20,49,0.408,14,29,0.483,6,20,0.3,18,23,0.783,64,4,24,28,6,21,27,16,8,2,13,20,12,7,2,12,10,96,97.5,0.132,0.472,0.559,0.528,0.132,97.5,96,0.469,0.408,0.534,0.469,0.367
6135,Texas Southern,1/12/2026,124.2,75.4,33,12,9,24,,Mississippi Valley State,W 84-51,200,29,58,0.5,12,25,0.48,17,33,0.515,9,12,0.75,84,21,54,0.389,18,44,0.409,3,10,0.3,6,16,0.375,51,9,24,33,10,18,28,23,8,3,12,16,8,8,1,17,10,124.2,75.4,0.207,0.569,0.659,0.647,0.155,75.4,124.2,0.296,0.185,0.414,0.417,0.111
6136,Air Force,1/13/2026,102.9,116.2,22,15,9,18,@,San Jose State,L 62-70,200,21,47,0.447,13,25,0.52,8,22,0.364,12,15,0.8,62,23,49,0.469,17,33,0.515,6,16,0.375,18,24,0.75,70,9,18,27,8,16,24,9,7,1,15,19,9,5,3,8,19,102.9,116.2,0.319,0.468,0.573,0.532,0.255,116.2,102.9,0.49,0.327,0.579,0.531,0.367
6137,Akron,1/13/2026,122.9,108.7,35,8,7,22,,Ball State,W 87-77,200,30,63,0.476,17,28,0.607,13,35,0.371,14,16,0.875,87,27,56,0.482,19,31,0.613,8,25,0.32,15,19,0.789,77,7,22,29,5,22,27,16,7,4,8,15,8,6,1,10,14,122.9,108.7,0.254,0.556,0.616,0.579,0.222,108.7,122.9,0.339,0.446,0.592,0.554,0.268
6138,Alabama,1/13/2026,124.7,105.4,34,5,9,36,@,Mississippi State,W 97-82,200,29,66,0.439,17,32,0.531,12,34,0.353,27,33,0.818,97,28,76,0.368,19,48,0.396,9,28,0.321,17,25,0.68,82,9,36,45,14,25,39,14,4,5,5,19,10,5,6,4,19,124.7,105.4,0.5,0.515,0.594,0.53,0.409,105.4,124.7,0.329,0.368,0.467,0.428,0.224
6139,Ball State,1/13/2026,108.7,122.9,25,10,5,22,@,Akron,L 77-87,200,27,56,0.482,19,31,0.613,8,25,0.32,15,19,0.789,77,30,63,0.476,17,28,0.607,13,35,0.371,14,16,0.875,87,5,22,27,7,22,29,8,6,1,10,14,16,7,4,8,15,108.7,122.9,0.339,0.446,0.592,0.554,0.268,122.9,108.7,0.254,0.556,0.616,0.579,0.222
6140,Baylor,1/13/2026,136.9,115,25,11,8,21,@,Oklahoma State,W 94-79,200,35,59,0.593,22,34,0.647,13,25,0.52,11,14,0.786,94,31,67,0.463,21,42,0.5,10,25,0.4,7,12,0.583,79,8,21,29,13,15,28,18,6,4,11,13,16,7,1,9,12,136.9,115,0.237,0.424,0.716,0.703,0.186,115,136.9,0.179,0.373,0.543,0.537,0.104
6141,Belmont,1/13/2026,115.6,109.6,20,9,4,20,,Valparaiso,W 78-74,200,32,57,0.561,24,37,0.649,8,20,0.4,6,6,1,78,27,62,0.435,15,31,0.484,12,31,0.387,8,15,0.533,74,4,20,24,10,17,27,17,3,5,9,15,16,5,1,11,11,115.6,109.6,0.105,0.351,0.652,0.632,0.105,109.6,115.6,0.242,0.5,0.535,0.532,0.129
6142,Boise State,1/13/2026,104.2,109.2,14,14,5,25,@,UNLV,L 85-89 (OT),225,30,61,0.492,27,47,0.574,3,14,0.214,22,29,0.759,85,31,66,0.47,24,45,0.533,7,21,0.333,20,28,0.714,89,5,25,30,12,24,36,16,9,3,14,26,16,9,5,12,26,104.2,109.2,0.475,0.23,0.568,0.516,0.361,109.2,104.2,0.424,0.318,0.561,0.523,0.303
6143,Boston College,1/13/2026,75.1,111.2,15,19,6,24,@,Clemson,L 50-74,200,20,47,0.426,15,32,0.469,5,15,0.333,5,13,0.385,50,25,54,0.463,17,35,0.486,8,19,0.421,16,23,0.696,74,6,24,30,8,25,33,9,7,8,19,19,12,9,4,10,15,75.1,111.2,0.277,0.319,0.47,0.479,0.106,111.2,75.1,0.426,0.352,0.57,0.537,0.296
6144,Bradley,1/13/2026,120.5,115.3,22,5,8,23,@,Evansville,W 94-90 (OT),225,34,68,0.5,28,46,0.609,6,22,0.273,20,26,0.769,94,28,55,0.509,17,31,0.548,11,24,0.458,23,31,0.742,90,8,23,31,6,25,31,16,8,3,5,23,19,3,2,15,20,120.5,115.3,0.382,0.324,0.585,0.544,0.294,115.3,120.5,0.564,0.436,0.645,0.609,0.418
6145,Buffalo,1/13/2026,113,121.4,24,5,5,21,,Kent State,L 81-87,200,26,58,0.448,16,34,0.471,10,24,0.417,19,27,0.704,81,31,63,0.492,20,35,0.571,11,28,0.393,14,18,0.778,87,5,21,26,11,33,44,23,10,2,5,16,25,3,3,12,19,113,121.4,0.466,0.414,0.572,0.534,0.328,121.4,113,0.286,0.444,0.608,0.579,0.222
6146,Central Michigan,1/13/2026,87.1,142.9,19,15,10,16,@,Miami (OH),L 61-100,200,24,59,0.407,19,40,0.475,5,19,0.263,8,12,0.667,61,32,53,0.604,21,30,0.7,11,23,0.478,25,28,0.893,100,10,16,26,5,27,32,12,4,3,15,19,19,12,4,9,16,87.1,142.9,0.203,0.322,0.471,0.449,0.136,142.9,87.1,0.528,0.434,0.754,0.708,0.472
6147,Clemson,1/13/2026,111.2,75.1,19,10,8,25,,Boston College,W 74-50,200,25,54,0.463,17,35,0.486,8,19,0.421,16,23,0.696,74,20,47,0.426,15,32,0.469,5,15,0.333,5,13,0.385,50,8,25,33,6,24,30,12,9,4,10,15,9,7,8,19,19,111.2,75.1,0.426,0.352,0.57,0.537,0.296,75.1,111.2,0.277,0.319,0.47,0.479,0.106
6148,Colorado State,1/13/2026,111.2,127.3,29,9,9,20,@,Fresno State,L 69-79,200,26,56,0.464,18,27,0.667,8,29,0.276,9,12,0.75,69,24,53,0.453,16,33,0.485,8,20,0.4,23,24,0.958,79,9,20,29,9,23,32,11,6,2,9,20,13,7,1,7,16,111.2,127.3,0.214,0.518,0.559,0.536,0.161,127.3,111.2,0.453,0.377,0.613,0.528,0.434
6149,Connecticut,1/13/2026,103.6,96.1,17,14,10,21,@,Seton Hall,W 69-64,200,25,49,0.51,22,32,0.688,3,17,0.176,16,26,0.615,69,24,58,0.414,23,42,0.548,1,16,0.063,15,25,0.6,64,10,21,31,16,17,33,14,8,6,14,21,6,8,9,14,22,103.6,96.1,0.531,0.347,0.562,0.541,0.327,96.1,103.6,0.431,0.276,0.458,0.422,0.259
6150,Creighton,1/13/2026,131.4,126.8,33,5,5,15,,Georgetown,W 86-83 (OT),225,32,61,0.525,19,28,0.679,13,33,0.394,9,11,0.818,86,33,58,0.569,26,42,0.619,7,16,0.438,10,14,0.714,83,5,15,20,8,22,30,10,7,2,5,14,15,3,1,8,17,131.4,126.8,0.18,0.541,0.649,0.631,0.148,126.8,131.4,0.241,0.276,0.642,0.629,0.172
6151,Dayton,1/13/2026,108.6,99.4,20,9,6,24,@,Duquesne,W 71-65,200,20,46,0.435,12,26,0.462,8,20,0.4,23,28,0.821,71,21,51,0.412,14,26,0.538,7,25,0.28,16,22,0.727,65,6,24,30,5,19,24,14,7,4,9,17,15,6,3,12,20,108.6,99.4,0.609,0.435,0.599,0.522,0.5,99.4,108.6,0.431,0.49,0.529,0.48,0.314
6152,Duquesne,1/13/2026,99.4,108.6,25,12,5,19,,Dayton,L 65-71,200,21,51,0.412,14,26,0.538,7,25,0.28,16,22,0.727,65,20,46,0.435,12,26,0.462,8,20,0.4,23,28,0.821,71,5,19,24,6,24,30,15,6,3,12,20,14,7,4,9,17,99.4,108.6,0.431,0.49,0.529,0.48,0.314,108.6,99.4,0.609,0.435,0.599,0.522,0.5
6153,Eastern Illinois,1/13/2026,83.5,80.6,9,11,7,25,,Western Illinois,W 57-55,200,19,51,0.373,18,42,0.429,1,9,0.111,18,23,0.783,57,19,60,0.317,17,45,0.378,2,15,0.133,15,18,0.833,55,7,25,32,10,25,35,11,8,9,11,17,10,7,4,12,18,83.5,80.6,0.451,0.176,0.46,0.382,0.353,80.6,83.5,0.3,0.25,0.401,0.333,0.25
6154,Eastern Michigan,1/13/2026,105.4,80.7,18,9,5,32,,Northern Illinois,W 77-59,200,30,61,0.492,25,43,0.581,5,18,0.278,12,15,0.8,77,21,59,0.356,15,34,0.441,6,25,0.24,11,19,0.579,59,5,32,37,6,27,33,16,6,8,9,17,13,5,2,12,17,105.4,80.7,0.246,0.295,0.565,0.533,0.197,80.7,105.4,0.322,0.424,0.434,0.407,0.186
6155,Evansville,1/13/2026,115.3,120.5,24,15,6,25,,Bradley,L 90-94 (OT),225,28,55,0.509,17,31,0.548,11,24,0.458,23,31,0.742,90,34,68,0.5,28,46,0.609,6,22,0.273,20,26,0.769,94,6,25,31,8,23,31,19,3,2,15,20,16,8,3,5,23,115.3,120.5,0.564,0.436,0.645,0.609,0.418,120.5,115.3,0.382,0.324,0.585,0.544,0.294
6156,Florida,1/13/2026,136.7,112.5,22,7,17,24,@,Oklahoma,W 96-79,200,38,71,0.535,32,49,0.653,6,22,0.273,14,19,0.737,96,26,60,0.433,16,44,0.364,10,16,0.625,17,24,0.708,79,17,24,41,11,17,28,20,9,5,7,18,13,3,2,10,17,136.7,112.5,0.268,0.31,0.6,0.577,0.197,112.5,136.7,0.4,0.267,0.553,0.517,0.283
6157,Florida State,1/13/2026,117,127.9,27,14,14,17,@,Syracuse,L 86-94,200,28,62,0.452,18,35,0.514,10,27,0.37,20,27,0.741,86,37,62,0.597,26,35,0.743,11,27,0.407,9,15,0.6,94,14,17,31,10,22,32,12,8,2,14,16,22,9,7,13,17,117,127.9,0.435,0.435,0.575,0.532,0.323,127.9,117,0.242,0.435,0.68,0.685,0.145
6158,Fresno State,1/13/2026,127.3,111.2,20,7,9,23,,Colorado State,W 79-69,200,24,53,0.453,16,33,0.485,8,20,0.4,23,24,0.958,79,26,56,0.464,18,27,0.667,8,29,0.276,9,12,0.75,69,9,23,32,9,20,29,13,7,1,7,16,11,6,2,9,20,127.3,111.2,0.453,0.377,0.613,0.528,0.434,111.2,127.3,0.214,0.518,0.559,0.536,0.161
6159,George Mason,1/13/2026,124.3,112.2,17,7,8,17,@,Loyola Chicago,W 82-74,200,27,57,0.474,19,40,0.475,8,17,0.471,20,26,0.769,82,29,54,0.537,23,33,0.697,6,21,0.286,10,18,0.556,74,8,17,25,8,16,24,17,5,4,7,14,17,4,2,9,18,124.3,112.2,0.456,0.298,0.591,0.544,0.351,112.2,124.3,0.333,0.389,0.592,0.593,0.185
6160,Georgetown,1/13/2026,126.8,131.4,16,8,8,22,@,Creighton,L 83-86 (OT),225,33,58,0.569,26,42,0.619,7,16,0.438,10,14,0.714,83,32,61,0.525,19,28,0.679,13,33,0.394,9,11,0.818,86,8,22,30,5,15,20,15,3,1,8,17,10,7,2,5,14,126.8,131.4,0.241,0.276,0.642,0.629,0.172,131.4,126.8,0.18,0.541,0.649,0.631,0.148
6161,Grand Canyon,1/13/2026,86.8,118,27,9,7,19,@,New Mexico,L 64-87,200,22,65,0.338,15,38,0.395,7,27,0.259,13,15,0.867,64,29,55,0.527,21,39,0.538,8,16,0.5,21,28,0.75,87,7,19,26,5,31,36,8,7,5,9,22,13,5,5,10,16,86.8,118,0.231,0.415,0.444,0.392,0.2,118,86.8,0.509,0.291,0.637,0.6,0.382
6162,Houston,1/13/2026,125.5,78.2,35,6,12,24,,West Virginia,W 77-48,200,25,58,0.431,14,23,0.609,11,35,0.314,16,21,0.762,77,17,46,0.37,8,21,0.381,9,25,0.36,5,10,0.5,48,12,24,36,5,20,25,17,9,3,6,14,10,4,2,15,20,125.5,78.2,0.362,0.603,0.566,0.526,0.276,78.2,125.5,0.217,0.543,0.473,0.467,0.109
6163,Illinois–Chicago,1/13/2026,110.3,97.5,14,5,5,20,@,Northern Iowa,W 69-61,200,28,53,0.528,25,39,0.641,3,14,0.214,10,18,0.556,69,22,56,0.393,19,32,0.594,3,24,0.125,14,16,0.875,61,5,20,25,11,21,32,13,6,2,5,16,11,4,2,11,19,110.3,97.5,0.34,0.264,0.561,0.557,0.189,97.5,110.3,0.286,0.429,0.48,0.42,0.25
6164,Indiana,1/13/2026,91.2,123.1,31,12,3,13,@,Michigan State,L 60-81,200,21,49,0.429,11,18,0.611,10,31,0.323,8,11,0.727,60,27,53,0.509,19,27,0.704,8,26,0.308,19,24,0.792,81,3,13,16,10,23,33,17,8,2,12,21,17,8,2,14,17,91.2,123.1,0.224,0.633,0.553,0.531,0.163,123.1,91.2,0.453,0.491,0.629,0.585,0.358
6165,Iowa State,1/13/2026,94.1,125.4,27,12,13,18,@,Kansas,L 63-84,200,24,65,0.369,15,38,0.395,9,27,0.333,6,11,0.545,63,31,61,0.508,19,37,0.514,12,24,0.5,10,12,0.833,84,13,18,31,10,26,36,11,7,4,12,13,17,8,8,8,9,94.1,125.4,0.169,0.415,0.449,0.438,0.092,125.4,94.1,0.197,0.393,0.63,0.607,0.164
6166,Kansas,1/13/2026,125.4,94.1,24,8,10,26,,Iowa State,W 84-63,200,31,61,0.508,19,37,0.514,12,24,0.5,10,12,0.833,84,24,65,0.369,15,38,0.395,9,27,0.333,6,11,0.545,63,10,26,36,13,18,31,17,8,8,8,9,11,7,4,12,13,125.4,94.1,0.197,0.393,0.63,0.607,0.164,94.1,125.4,0.169,0.415,0.449,0.438,0.092
6167,Kent State,1/13/2026,121.4,113,28,12,11,33,@,Buffalo,W 87-81,200,31,63,0.492,20,35,0.571,11,28,0.393,14,18,0.778,87,26,58,0.448,16,34,0.471,10,24,0.417,19,27,0.704,81,11,33,44,5,21,26,25,3,3,12,19,23,10,2,5,16,121.4,113,0.286,0.444,0.608,0.579,0.222,113,121.4,0.466,0.414,0.572,0.534,0.328
6168,Louisville,1/13/2026,101.9,115.1,38,8,14,19,,Virginia,L 70-79,200,24,67,0.358,14,29,0.483,10,38,0.263,12,18,0.667,70,21,53,0.396,7,19,0.368,14,34,0.412,23,29,0.793,79,14,19,33,12,30,42,13,8,2,8,21,15,4,9,13,22,101.9,115.1,0.269,0.567,0.463,0.433,0.179,115.1,101.9,0.547,0.642,0.592,0.528,0.434
6169,Loyola Chicago,1/13/2026,112.2,124.3,21,9,8,16,,George Mason,L 74-82,200,29,54,0.537,23,33,0.697,6,21,0.286,10,18,0.556,74,27,57,0.474,19,40,0.475,8,17,0.471,20,26,0.769,82,8,16,24,8,17,25,17,4,2,9,18,17,5,4,7,14,112.2,124.3,0.333,0.389,0.592,0.593,0.185,124.3,112.2,0.456,0.298,0.591,0.544,0.351
6170,Marquette,1/13/2026,89.3,120.9,15,19,5,17,@,St. John's (NY),L 68-92,200,23,49,0.469,18,34,0.529,5,15,0.333,17,27,0.63,68,33,65,0.508,28,46,0.609,5,19,0.263,21,24,0.875,92,5,17,22,11,25,36,10,7,4,19,17,20,9,2,11,18,89.3,120.9,0.551,0.306,0.55,0.52,0.347,120.9,89.3,0.369,0.292,0.602,0.546,0.323
6171,Maryland,1/13/2026,101.8,126.2,22,12,2,19,@,Southern California,L 71-88,200,21,48,0.438,13,26,0.5,8,22,0.364,21,27,0.778,71,34,66,0.515,26,41,0.634,8,25,0.32,12,16,0.75,88,2,19,21,11,21,32,6,4,3,12,20,23,6,5,6,22,101.8,126.2,0.563,0.458,0.584,0.521,0.438,126.2,101.8,0.242,0.379,0.598,0.576,0.182
6172,Massachusetts,1/13/2026,121.3,117.1,29,10,9,21,@,Western Michigan,W 85-82,200,29,61,0.475,18,32,0.563,11,29,0.379,16,20,0.8,85,29,61,0.475,17,30,0.567,12,31,0.387,12,16,0.75,82,9,21,30,10,23,33,17,8,3,10,16,18,6,2,10,18,121.3,117.1,0.328,0.475,0.603,0.566,0.262,117.1,121.3,0.262,0.508,0.598,0.574,0.197
6173,Miami (FL),1/13/2026,116.9,99.6,22,8,5,20,@,Notre Dame,W 81-69,200,29,58,0.5,23,36,0.639,6,22,0.273,17,21,0.81,81,25,53,0.472,18,30,0.6,7,23,0.304,12,18,0.667,69,5,20,25,12,22,34,10,13,1,8,17,7,4,3,18,20,116.9,99.6,0.362,0.379,0.596,0.552,0.293,99.6,116.9,0.34,0.434,0.561,0.538,0.226
6174,Miami (OH),1/13/2026,142.9,87.1,23,9,5,27,,Central Michigan,W 100-61,200,32,53,0.604,21,30,0.7,11,23,0.478,25,28,0.893,100,24,59,0.407,19,40,0.475,5,19,0.263,8,12,0.667,61,5,27,32,10,16,26,19,12,4,9,16,12,4,3,15,19,142.9,87.1,0.528,0.434,0.754,0.708,0.472,87.1,142.9,0.203,0.322,0.471,0.449,0.136
6175,Michigan State,1/13/2026,123.1,91.2,26,14,10,23,,Indiana,W 81-60,200,27,53,0.509,19,27,0.704,8,26,0.308,19,24,0.792,81,21,49,0.429,11,18,0.611,10,31,0.323,8,11,0.727,60,10,23,33,3,13,16,17,8,2,14,17,17,8,2,12,21,123.1,91.2,0.453,0.491,0.629,0.585,0.358,91.2,123.1,0.224,0.633,0.553,0.531,0.163
6176,Minnesota,1/13/2026,118.2,122.9,18,5,4,22,,Wisconsin,L 75-78,200,27,52,0.519,22,34,0.647,5,18,0.278,16,24,0.667,75,25,55,0.455,11,22,0.5,14,33,0.424,14,18,0.778,78,4,22,26,6,26,32,20,3,2,5,14,17,1,5,5,19,118.2,122.9,0.462,0.346,0.591,0.567,0.308,122.9,118.2,0.327,0.6,0.614,0.582,0.255
6177,Mississippi State,1/13/2026,105.4,124.7,28,4,14,25,,Alabama,L 82-97,200,28,76,0.368,19,48,0.396,9,28,0.321,17,25,0.68,82,29,66,0.439,17,32,0.531,12,34,0.353,27,33,0.818,97,14,25,39,9,36,45,10,5,6,4,19,14,4,5,5,19,105.4,124.7,0.329,0.368,0.467,0.428,0.224,124.7,105.4,0.5,0.515,0.594,0.53,0.409
6178,Nebraska,1/13/2026,137.1,83.8,36,6,6,23,,Oregon,W 90-55,200,32,60,0.533,15,24,0.625,17,36,0.472,9,11,0.818,90,20,48,0.417,14,25,0.56,6,23,0.261,9,17,0.529,55,6,23,29,5,22,27,20,11,3,6,14,11,3,0,15,14,137.1,83.8,0.183,0.6,0.69,0.675,0.15,83.8,137.1,0.354,0.479,0.49,0.479,0.188
6179,UNLV,1/13/2026,109.2,104.2,21,12,12,24,,Boise State,W 89-85 (OT),225,31,66,0.47,24,45,0.533,7,21,0.333,20,28,0.714,89,30,61,0.492,27,47,0.574,3,14,0.214,22,29,0.759,85,12,24,36,5,25,30,16,9,5,12,26,16,9,3,14,26,109.2,104.2,0.424,0.318,0.561,0.523,0.303,104.2,109.2,0.475,0.23,0.568,0.516,0.361
6180,New Mexico,1/13/2026,118,86.8,16,10,5,31,,Grand Canyon,W 87-64,200,29,55,0.527,21,39,0.538,8,16,0.5,21,28,0.75,87,22,65,0.338,15,38,0.395,7,27,0.259,13,15,0.867,64,5,31,36,7,19,26,13,5,5,10,16,8,7,5,9,22,118,86.8,0.509,0.291,0.637,0.6,0.382,86.8,118,0.231,0.415,0.444,0.392,0.2
6181,Northern Illinois,1/13/2026,80.7,105.4,25,12,6,27,@,Eastern Michigan,L 59-77,200,21,59,0.356,15,34,0.441,6,25,0.24,11,19,0.579,59,30,61,0.492,25,43,0.581,5,18,0.278,12,15,0.8,77,6,27,33,5,32,37,13,5,2,12,17,16,6,8,9,17,80.7,105.4,0.322,0.424,0.434,0.407,0.186,105.4,80.7,0.246,0.295,0.565,0.533,0.197
6182,Northern Iowa,1/13/2026,97.5,110.3,24,11,11,21,,Illinois–Chicago,L 61-69,200,22,56,0.393,19,32,0.594,3,24,0.125,14,16,0.875,61,28,53,0.528,25,39,0.641,3,14,0.214,10,18,0.556,69,11,21,32,5,20,25,11,4,2,11,19,13,6,2,5,16,97.5,110.3,0.286,0.429,0.48,0.42,0.25,110.3,97.5,0.34,0.264,0.561,0.557,0.189
6183,Notre Dame,1/13/2026,99.6,116.9,23,18,12,22,,Miami (FL),L 69-81,200,25,53,0.472,18,30,0.6,7,23,0.304,12,18,0.667,69,29,58,0.5,23,36,0.639,6,22,0.273,17,21,0.81,81,12,22,34,5,20,25,7,4,3,18,20,10,13,1,8,17,99.6,116.9,0.34,0.434,0.561,0.538,0.226,116.9,99.6,0.362,0.379,0.596,0.552,0.293
6184,Ohio,1/13/2026,118.8,141.2,23,11,11,13,@,Toledo,L 85-101,200,32,64,0.5,23,41,0.561,9,23,0.391,12,19,0.632,85,39,63,0.619,32,46,0.696,7,17,0.412,16,17,0.941,101,11,13,24,10,20,30,11,5,2,11,16,22,9,0,9,19,118.8,141.2,0.297,0.359,0.582,0.57,0.188,141.2,118.8,0.27,0.27,0.711,0.675,0.254
6185,Oklahoma,1/13/2026,112.5,136.7,16,10,11,17,,Florida,L 79-96,200,26,60,0.433,16,44,0.364,10,16,0.625,17,24,0.708,79,38,71,0.535,32,49,0.653,6,22,0.273,14,19,0.737,96,11,17,28,17,24,41,13,3,2,10,17,20,9,5,7,18,112.5,136.7,0.4,0.267,0.553,0.517,0.283,136.7,112.5,0.268,0.31,0.6,0.577,0.197
6186,Oklahoma State,1/13/2026,115,136.9,25,9,13,15,,Baylor,L 79-94,200,31,67,0.463,21,42,0.5,10,25,0.4,7,12,0.583,79,35,59,0.593,22,34,0.647,13,25,0.52,11,14,0.786,94,13,15,28,8,21,29,16,7,1,9,12,18,6,4,11,13,115,136.9,0.179,0.373,0.543,0.537,0.104,136.9,115,0.237,0.424,0.716,0.703,0.186
6187,Oregon,1/13/2026,83.8,137.1,23,15,5,22,@,Nebraska,L 55-90,200,20,48,0.417,14,25,0.56,6,23,0.261,9,17,0.529,55,32,60,0.533,15,24,0.625,17,36,0.472,9,11,0.818,90,5,22,27,6,23,29,11,3,0,15,14,20,11,3,6,14,83.8,137.1,0.354,0.479,0.49,0.479,0.188,137.1,83.8,0.183,0.6,0.69,0.675,0.15
6188,Providence,1/13/2026,116.6,125.2,25,13,6,19,,Villanova,L 82-88,200,31,56,0.554,23,31,0.742,8,25,0.32,12,17,0.706,82,32,64,0.5,22,36,0.611,10,28,0.357,14,18,0.778,88,6,19,25,11,19,30,12,6,3,13,19,21,7,1,8,16,116.6,125.2,0.304,0.446,0.64,0.625,0.214,125.2,116.6,0.281,0.438,0.606,0.578,0.219
6189,St. Mary's (CA),1/13/2026,119.7,99.2,15,10,8,29,@,San Francisco,W 82-68,200,26,53,0.491,18,38,0.474,8,15,0.533,22,25,0.88,82,26,59,0.441,15,33,0.455,11,26,0.423,5,13,0.385,68,8,29,37,4,20,24,18,6,2,10,16,11,6,4,9,20,119.7,99.2,0.472,0.283,0.632,0.566,0.415,99.2,119.7,0.22,0.441,0.522,0.534,0.085
