date,team,opponent,location,MOV,OffRtg_diff,DefRtg_diff,ThreePA_diff,TOV_diff,ORB_diff,DRB_diff,RecentForm_diff,SOS_diff,Pace_diff
2025-12-22,IU Indy,Grand Canyon,-1,-13,-0.9517482517482563,14.704895104895115,12.503496503496507,0.6923076923076916,-0.8321678321678316,-4.97202797202797,-5.0,-10.0,6.6000000000000085
2025-12-29,IU Indy,Cleveland State,-1,-13,0.014285714285691142,-1.9785714285714278,7.0000000000000036,-0.6428571428571423,0.6428571428571423,-2.2142857142857153,2.0,-0.2999999999999998,3.5
2026-01-09,IU Indy,Green Bay,-1,-16,-1.7106617647058897,1.6886029411764554,13.110294117647058,2.7132352941176467,4.0036764705882355,-2.944852941176471,0.5999999999999996,-2.3,9.900000000000006
2026-01-17,IU Indy,Detroit Mercy,1,-3,1.2623529411764594,5.684705882352944,11.511764705882353,0.30294117647058805,-2.4264705882352935,-4.761764705882353,-3.5999999999999996,-2.0999999999999996,5.299999999999997
2026-02-07,IU Indy,Cleveland State,1,8,-3.5166666666666657,-1.4458333333333258,2.5,-0.75,1.083333333333334,-2.5,-7.4,-0.2999999999999998,3.5
2025-11-26,Idaho,Cal State Northridge,0,14,7.3799999999999955,-7.159999999999997,7.0,-4.800000000000001,-3.4000000000000004,1.0,11.4,-0.19999999999999973,-6.6000000000000085
2025-12-21,Idaho,Cal Poly,-1,3,11.702797202797214,-9.23706293706293,0.08391608391608685,-5.6433566433566416,-0.5244755244755233,0.1608391608391635,13.399999999999999,-0.3999999999999999,-7.0
2025-12-23,Idaho,Cal State Bakersfield,-1,-1,15.65320512820513,-5.191025641025647,14.141025641025639,-3.147435897435896,-1.3782051282051277,4.455128205128208,22.2,2.6999999999999997,-3.5
2026-01-03,Idaho,Eastern Washington,1,3,7.876923076923063,-16.892307692307682,7.7692307692307665,-2.0769230769230766,0.3076923076923084,5.0,18.4,-1.4,0.20000000000000284
2026-03-02,Idaho,Eastern Washington,-1,4,-0.6599999999999966,-7.99666666666667,8.466666666666665,-1.3000000000000007,-0.16666666666666607,3.5666666666666664,-8.4,-1.4,0.20000000000000284
2026-03-10,Idaho,Eastern Washington,0,13,-1.1921401515151473,-9.153409090909093,8.235795454545453,-1.3257575757575761,-0.16950757575757613,3.725378787878789,-2.4000000000000004,-1.4,0.20000000000000284
2026-03-19,Idaho,Houston,0,-31,-5.795462184873955,7.611596638655456,2.852100840336135,2.37563025210084,-2.5100840336134453,2.9747899159663866,2.1999999999999993,-17.099999999999998,4.200000000000003
2025-11-28,Idaho State,Cal State Northridge,0,32,6.316666666666663,2.2047619047619236,2.071428571428573,-4.261904761904763,-2.2857142857142865,-7.4761904761904745,9.799999999999999,-1.6999999999999997,-9.600000000000009
2025-12-06,Idaho State,Denver,1,14,0.4125000000000085,-23.965277777777757,1.7916666666666679,1.2638888888888893,1.8055555555555554,1.9305555555555571,27.6,0.3999999999999999,-2.6000000000000085
2026-01-15,Idaho State,Idaho,1,8,0.7636029411764724,5.583088235294127,-5.4558823529411775,0.5625,0.922794117647058,-3.7867647058823515,-3.1999999999999997,-1.5,-3.0
2026-01-17,Idaho State,Eastern Washington,1,-18,9.064705882352953,-7.395424836601293,2.2941176470588225,-1.7549019607843128,0.5261437908496731,0.6535947712418313,9.8,-2.9,-2.799999999999997
2026-02-12,Idaho State,Eastern Washington,-1,-13,3.6098333333333272,-1.9585000000000008,2.6099999999999994,-1.7699999999999996,0.3466666666666658,-0.07000000000000028,-11.2,-2.9,-2.799999999999997
2026-02-14,Idaho State,Idaho,-1,-30,1.3210769230769017,8.87015384615384,-5.650769230769232,0.13846153846153797,1.4892307692307707,-3.8984615384615395,-7.6000000000000005,-1.5,-3.0
2025-11-14,Illinois,Colgate,1,19,29.16666666666667,-20.96666666666667,9.666666666666668,-1.3333333333333321,8.333333333333332,10.333333333333336,37.333333333333336,20.3,-2.1999999999999886
2025-11-19,Illinois,Alabama,0,-4,16.908333333333317,-13.125000000000014,-3.25,0.16666666666666607,6.333333333333334,5.5,21.333333333333336,-0.09999999999999964,-9.0
2025-11-28,Illinois,Connecticut,0,-13,9.254761904761907,6.635714285714286,6.4523809523809526,0.8333333333333339,4.428571428571429,5.142857142857142,-7.6,0.7999999999999989,0.0
2026-03-26,Illinois,Houston,0,10,8.13120915032681,8.346732026143783,6.29738562091503,0.7189542483660132,1.2254901960784306,3.2924836601307206,-0.1999999999999993,0.40000000000000036,0.8000000000000114
2025-11-23,Illinois State,Coastal Carolina,1,52,4.076666666666668,14.469999999999999,-6.733333333333331,-1.5666666666666664,0.5666666666666664,-7.199999999999999,-15.8,5.9,-2.200000000000003
2025-11-27,Illinois State,Charlotte,0,10,4.200000000000017,-15.25,2.0,-2.166666666666666,-1.833333333333334,6.166666666666668,19.6,2.2,1.7999999999999972
2025-11-28,Illinois State,Furman,0,7,5.914285714285725,-6.614285714285714,-6.285714285714288,-4.2857142857142865,-3.1428571428571423,3.1428571428571423,5.600000000000001,5.4,0.29999999999999716
2025-12-03,Illinois State,Eastern Kentucky,1,11,8.326785714285705,-15.626785714285703,-9.035714285714285,-3.9642857142857135,-3.7142857142857135,4.803571428571427,38.0,6.8,-2.4000000000000057
2025-12-06,Illinois State,Chicago State,1,42,20.74444444444444,-21.377777777777794,7.0,-3.8888888888888893,0.6666666666666679,7.888888888888889,37.8,8.5,0.7999999999999972
2025-12-29,Illinois State,Drake,-1,17,1.7846153846153925,-3.3000000000000114,-1.3846153846153868,0.7692307692307683,1.4615384615384608,0.23076923076922995,8.4,2.3000000000000003,-0.7999999999999972
2026-01-01,Illinois State,Evansville,1,26,17.421428571428564,-8.564285714285717,0.14285714285714235,-1.5,0.2142857142857153,4.071428571428573,24.0,2.8000000000000003,-0.29999999999999716
2026-01-17,Illinois State,Bradley,1,26,3.8084795321637586,-3.214619883040939,-1.3654970760233915,1.2251461988304104,0.2660818713450297,2.0087719298245617,4.199999999999999,1.6,-2.0999999999999943
2026-01-24,Illinois State,Belmont,-1,-11,-1.0899999999999892,-0.6950000000000074,-1.8499999999999979,-2.549999999999999,0.7999999999999989,-0.8999999999999986,-1.3999999999999995,1.4000000000000001,-3.0999999999999943
2026-02-06,Illinois State,Drake,1,10,-0.5990942028985557,-9.884420289855072,-2.8840579710144922,1.0652173913043477,1.1721014492753623,1.3949275362318865,3.8000000000000003,2.3000000000000003,-0.7999999999999972
2026-02-09,Illinois State,Evansville,-1,-8,14.59999999999998,-10.979166666666671,0.75,-2.208333333333334,1.7500000000000009,3.958333333333332,16.0,2.8000000000000003,-0.29999999999999716
2026-02-21,Illinois State,Bradley,-1,-14,1.6035714285714135,-5.267857142857139,-0.46428571428571175,1.7857142857142865,0.14285714285714235,2.5357142857142847,0.9999999999999998,1.6,-2.0999999999999943
2026-03-01,Illinois State,Belmont,1,7,-7.309999999999988,-1.4166666666666572,-2.2333333333333343,-1.5,0.7000000000000002,-0.10000000000000142,-12.4,1.4000000000000001,-3.0999999999999943
2025-11-15,Illinois–Chicago,Chicago State,-1,4,28.83333333333333,-33.766666666666666,8.0,-0.6666666666666661,5.0,2.666666666666668,48.0,7.3,1.5999999999999943
2025-11-20,Illinois–Chicago,High Point,0,-10,-10.739999999999995,6.864999999999995,-1.4499999999999993,5.050000000000001,1.5999999999999996,-3.1999999999999993,-13.600000000000001,3.0,-3.6000000000000085
2025-12-03,Illinois–Chicago,Arkansas–Pine Bluff,1,-1,23.041071428571414,-23.846428571428575,-3.4642857142857153,-0.6428571428571423,2.428571428571429,0.39285714285714235,38.0,9.1,-3.200000000000003
2025-12-13,Illinois–Chicago,Belmont,-1,-3,-7.396666666666661,13.315555555555548,-7.988888888888891,0.033333333333333215,3.31111111111111,-7.755555555555556,-23.200000000000003,0.19999999999999996,-2.299999999999997
2025-12-21,Illinois–Chicago,Charlotte,-1,-12,-0.10909090909090935,-4.000757575757575,-2.992424242424242,1.5303030303030294,1.9848484848484844,-1.9545454545454533,-6.199999999999999,1.0,2.5999999999999943
2026-01-10,Illinois–Chicago,Illinois State,-1,4,-6.5249999999999915,8.606249999999989,-3.625,1.75,2.625,-5.1875,-7.200000000000001,-1.2000000000000002,0.7999999999999972
2026-01-17,Illinois–Chicago,Drake,1,7,-2.677777777777777,-0.08888888888888857,-7.611111111111111,2.0,3.5,-3.6111111111111107,11.0,1.1,0.0
2026-01-20,Illinois–Chicago,Evansville,1,27,10.836842105263159,-2.321052631578951,-3.0,-1.5263157894736832,3.6315789473684212,-1.526315789473685,15.2,1.6,0.5
2026-01-24,Illinois–Chicago,Bradley,-1,15,-1.2011904761904901,-0.8523809523809405,-5.364285714285714,2.640476190476189,1.9976190476190467,-1.7047619047619058,8.200000000000001,0.4,-1.2999999999999972
2026-02-06,Illinois–Chicago,Belmont,1,-6,-8.787499999999994,1.8125,-6.208333333333332,-0.9166666666666661,3.083333333333334,-3.916666666666668,-1.6000000000000005,0.19999999999999996,-2.299999999999997
2026-02-12,Illinois–Chicago,Drake,-1,10,-3.207692307692298,-5.262153846153851,-7.136923076923075,2.0953846153846154,2.7723076923076917,-2.6923076923076934,8.799999999999999,1.1,0.0
2026-02-15,Illinois–Chicago,Illinois State,1,27,-3.5076923076923094,4.199999999999989,-4.692307692307693,0.9230769230769234,2.23076923076923,-4.576923076923077,-4.8,-1.2000000000000002,0.7999999999999972
2026-02-18,Illinois–Chicago,Evansville,-1,38,11.15669515669515,-7.653988603988594,-4.125356125356124,-1.3547008547008552,4.034188034188034,-0.12962962962962976,17.6,1.6,0.5
2026-02-24,Illinois–Chicago,Bradley,1,7,-0.3034482758620811,-2.7931034482758577,-5.241379310344829,2.482758620689655,2.482758620689655,-1.0344827586206904,9.8,0.4,-1.2999999999999972
2026-03-07,Illinois–Chicago,Drake,0,21,0.03020833333333428,-6.747632575757564,-7.538825757575758,1.7092803030303028,2.9365530303030303,-1.5757575757575744,8.6,1.1,0.0
2026-03-18,Illinois–Chicago,California,-1,-18,0.5398897058823593,-0.9830882352941188,-5.639705882352942,1.398897058823529,3.6672794117647065,-2.022058823529413,4.8,-4.7,-2.200000000000003
2025-11-22,Incarnate Word,High Point,0,-11,-6.990000000000009,17.526666666666642,-0.1999999999999993,0.4666666666666668,4.266666666666666,1.7333333333333307,-17.0,-1.9,-6.200000000000003
2026-01-03,Incarnate Word,Houston Christian,1,17,13.623076923076923,-4.23846153846155,3.46153846153846,-1.9230769230769234,3.0,0.8461538461538467,13.600000000000001,0.6999999999999997,0.7000000000000028
2026-01-19,Incarnate Word,East Texas A&M,1,-22,13.157309941520467,-0.3701754385964904,-4.3654970760233915,-3.6345029239766085,2.190058479532164,-1.0029239766081872,5.999999999999999,0.19999999999999973,-2.799999999999997
2026-01-27,Incarnate Word,Houston Christian,-1,-6,6.355000000000018,-6.469999999999985,2.8999999999999986,-2.1499999999999986,2.0,1.1999999999999993,-4.0,0.6999999999999997,0.7000000000000028
2026-02-21,Incarnate Word,East Texas A&M,-1,9,10.684656084656083,5.822354497354496,-3.753968253968253,-1.9722222222222214,2.9153439153439153,-2.325396825396826,-5.800000000000001,0.19999999999999973,-2.799999999999997
2025-11-16,Indiana,Incarnate Word,1,8,9.433333333333323,-18.133333333333326,-2.6666666666666643,-0.6666666666666661,-7.666666666666667,0.6666666666666679,17.333333333333332,15.4,1.7999999999999972
2025-11-29,Indiana,Bethune-Cookman,1,44,16.757142857142853,-21.533333333333346,8.214285714285715,-1.2142857142857135,-1.7619047619047628,2.3571428571428577,15.200000000000001,17.2,-4.599999999999994
2025-12-20,Indiana,Chicago State,1,20,25.40303030303029,-23.652272727272717,11.280303030303031,-2.25,-1.1287878787878798,5.318181818181817,21.8,17.8,0.7999999999999972
2026-02-15,Indiana,Illinois,-1,-20,-8.352000000000004,0.9599999999999937,-1.759999999999998,0.4400000000000013,-4.4,-3.240000000000002,-6.8,-3.5999999999999996,1.0999999999999943
2025-11-14,Indiana State,Duke,-1,-38,-18.30000000000001,20.766666666666666,-4.666666666666668,3.0,1.6666666666666679,-7.666666666666664,-29.0,-16.099999999999998,3.299999999999997
2025-11-22,Indiana State,Ball State,1,18,0.23499999999999943,1.960000000000008,8.7,1.3499999999999996,5.050000000000001,2.1999999999999993,-2.0,3.9,4.0
2025-11-28,Indiana State,Alcorn State,0,-7,9.514285714285705,-23.54285714285713,6.571428571428573,-3.571428571428571,1.8571428571428577,4.714285714285715,22.8,6.5,0.5
2025-12-18,Indiana State,Bradley,1,-9,-5.672727272727286,-1.2181818181818045,1.3636363636363633,3.1818181818181834,0.2727272727272716,3.0909090909090935,-1.799999999999999,-1.5,0.6000000000000085
2025-12-21,Indiana State,Illinois State,-1,-20,-12.625,-0.9749999999999943,3.25,3.0,-1.166666666666666,-0.16666666666666785,-2.4000000000000004,-3.1,2.700000000000003
2025-12-29,Indiana State,Belmont,1,1,-13.592307692307699,5.123076923076923,0.8461538461538467,-0.4615384615384617,-0.5384615384615392,-3.0,-2.0,-1.7000000000000002,-0.3999999999999915
2026-01-04,Indiana State,Drake,-1,-2,-10.117619047619044,-1.4547619047619094,2.2190476190476183,3.942857142857143,-0.3809523809523814,0.05238095238095042,0.0,-0.8,1.9000000000000057
2026-01-10,Indiana State,Evansville,1,-3,7.861397058823542,-3.8551470588235333,5.345588235294116,-0.0661764705882355,-0.3272058823529411,1.9485294117647065,4.000000000000001,-0.30000000000000004,2.4000000000000057
2026-01-14,Indiana State,Illinois State,1,5,-10.335294117647052,5.211764705882345,3.647058823529413,2.3529411764705888,-1.7058823529411757,-1.235294117647058,-17.2,-3.1,2.700000000000003
2026-01-21,Indiana State,Bradley,-1,-7,-4.298947368421054,0.5857894736842155,2.2026315789473685,3.113157894736842,-1.2710526315789474,0.9947368421052651,-0.8,-1.5,0.6000000000000085
2026-01-24,Indiana State,Drake,1,-14,-5.75,-0.5149999999999864,0.40000000000000213,2.9000000000000004,-0.25,-0.40000000000000213,2.2,-0.8,1.9000000000000057
2026-01-27,Indiana State,Illinois–Chicago,-1,-2,-5.471428571428547,1.547619047619051,7.238095238095237,1.4761904761904763,-3.666666666666667,3.0,-16.799999999999997,-1.9,1.9000000000000057
2026-02-03,Indiana State,Evansville,-1,21,7.037944664031642,-3.493675889328074,3.6027667984189726,0.13438735177865624,0.07312252964426857,1.9525691699604764,3.3999999999999995,-0.30000000000000004,2.4000000000000057
2026-02-21,Indiana State,Belmont,-1,-17,-12.635714285714286,3.6178571428571473,-0.17857142857142705,0.17857142857142883,-0.6071428571428577,-1.4642857142857153,-9.6,-1.7000000000000002,-0.3999999999999915
2026-03-01,Indiana State,Illinois–Chicago,1,16,-6.450000000000003,4.193333333333342,6.600000000000001,1.5999999999999996,-3.533333333333334,1.7333333333333343,-26.0,-1.9,1.9000000000000057
2025-11-21,Iona,Akron,0,-21,-8.750000000000014,3.1499999999999915,-10.5,3.5,-6.25,-2.0,-10.5,-5.3,-1.1000000000000085
2025-11-24,Iona,Green Bay,0,-5,7.276190476190493,-12.283333333333346,4.333333333333332,3.166666666666666,2.023809523809523,3.4523809523809526,6.6,-2.2,4.799999999999997
2025-12-01,Iona,Delaware,-1,23,7.269047619047626,-4.459523809523802,2.261904761904759,0.4285714285714288,1.9047619047619042,2.5476190476190474,5.6000000000000005,-2.2,5.099999999999994
2025-12-10,Iona,Bryant,1,6,18.689999999999998,1.3400000000000034,-0.8000000000000007,-1.700000000000001,0.8000000000000007,2.1000000000000014,4.6,2.7,4.3999999999999915
2026-01-11,Iona,Canisius,1,26,5.499632352941177,-5.465441176470591,6.272058823529413,-0.3786764705882355,-0.9705882352941178,3.352941176470587,4.2,1.8999999999999995,5.299999999999997
2026-01-30,Iona,Fairfield,1,-1,-6.336363636363643,-3.2818181818181813,2.90909090909091,1.454545454545455,-4.409090909090909,1.6363636363636367,-0.3999999999999999,1.0,2.5999999999999943
2026-02-13,Iona,Canisius,-1,6,7.936000000000007,-5.02000000000001,5.279999999999998,-0.8399999999999999,-1.200000000000001,2.7600000000000016,8.4,1.8999999999999995,5.299999999999997
2025-11-20,Iowa,Chicago State,1,39,42.405,-20.694999999999993,2.6999999999999993,-2.75,1.2999999999999998,3.3000000000000007,44.75,19.4,-3.9000000000000057
2025-11-26,Iowa,Grand Canyon,0,13,20.35666666666667,-5.1299999999999955,-1.4333333333333336,-4.566666666666666,-4.033333333333333,-4.666666666666668,14.6,8.399999999999999,-5.799999999999997
2025-11-26,Iowa,Grand Canyon,0,13,22.19999999999999,-2.5833333333333286,0.6666666666666679,-3.333333333333332,-3.666666666666668,-3.8333333333333357,16.4,8.399999999999999,-5.799999999999997
2025-12-20,Iowa,Bucknell,0,55,25.05303030303031,-15.810606060606062,-3.3181818181818166,-3.121212121212121,-0.6060606060606064,-0.11363636363636331,18.8,18.5,-4.799999999999997
2026-01-11,Iowa,Illinois,1,-6,-3.5,-4.019999999999996,-8.200000000000003,0.2666666666666675,-4.0,-6.466666666666665,4.800000000000001,-2.0,-3.6000000000000085
2026-01-17,Iowa,Indiana,-1,17,2.205882352941174,-2.2235294117647015,-7.1764705882352935,-0.2941176470588225,0.0,-3.529411764705884,0.5999999999999996,1.5999999999999996,-4.700000000000003
2026-03-20,Iowa,Clemson,0,6,5.721657754010707,2.84349376114082,-1.66488413547237,0.3538324420677377,-0.3351158645276291,-4.316399286987522,-0.6,2.5999999999999996,-2.6000000000000085
2026-03-22,Iowa,Florida,0,1,-1.8911764705882206,5.817647058823525,-1.382352941176471,-2.235294117647058,-6.558823529411765,-8.823529411764707,-17.8,-2.3000000000000007,-9.5
2026-03-28,Iowa,Illinois,0,-12,-6.528492063492067,2.500317460317447,-8.392063492063492,0.4047619047619051,-4.332539682539682,-6.606349206349208,-9.600000000000001,-2.0,-3.6000000000000085
2025-11-25,Iowa State,Creighton,0,18,14.120000000000005,-11.199999999999989,-5.599999999999998,-2.0,-2.0,-0.8000000000000007,19.6,5.0,-0.20000000000000284
2025-12-03,Iowa State,Alcorn State,1,64,32.78253968253969,-30.085714285714275,2.2063492063492056,-7.222222222222221,1.8095238095238084,3.7777777777777786,35.2,21.700000000000003,-1.2000000000000028
2025-12-11,Iowa State,Iowa,1,4,6.266666666666666,-8.088888888888903,2.5555555555555536,0.5555555555555554,1.9999999999999991,2.444444444444443,15.999999999999998,1.200000000000001,5.700000000000003
2025-12-14,Iowa State,Eastern Illinois,1,25,34.868888888888875,-23.89777777777779,5.944444444444443,-2.6333333333333346,2.844444444444445,2.12222222222222,42.6,21.4,1.2999999999999972
2025-12-29,Iowa State,Houston Christian,1,28,18.558333333333337,-21.54166666666667,1.25,-1.5833333333333321,0.6666666666666661,1.25,33.6,18.9,3.5
2026-01-07,Iowa State,Baylor,-1,10,0.8049450549450512,-12.668681318681308,-0.950549450549449,-0.76923076923077,-2.9230769230769234,-2.0824175824175803,-15.8,3.1000000000000014,-1.0999999999999943
2026-01-17,Iowa State,Cincinnati,-1,-9,19.588235294117652,-0.7529411764705856,-5.7058823529411775,-1.882352941176471,0.6470588235294112,-2.411764705882355,4.8,3.9000000000000004,-1.0
2026-01-29,Iowa State,Colorado,1,30,6.119999999999976,-16.36499999999998,2.5,0.9499999999999993,1.25,0.25,12.4,6.100000000000001,-2.700000000000003
2026-02-07,Iowa State,Baylor,1,3,6.527272727272731,-12.190909090909074,-1.2272727272727266,-1.045454545454545,-1.0,-0.9545454545454533,21.0,3.1000000000000014,-1.0999999999999943
2026-02-16,Iowa State,Houston,1,3,2.9039999999999964,1.2360000000000042,-3.120000000000001,2.6000000000000005,-1.0,1.4800000000000004,-1.4000000000000004,-0.3999999999999986,2.9000000000000057
2026-02-21,Iowa State,Brigham Young,-1,-10,2.542307692307702,-8.838461538461544,-2.3076923076923066,-0.15384615384615508,-0.07692307692307665,-2.23076923076923,13.399999999999999,1.3000000000000007,-2.5999999999999943
2026-03-02,Iowa State,Arizona,-1,-16,0.4275862068965637,1.868965517241378,6.206896551724139,-0.6206896551724146,-2.0,-5.896551724137932,-4.6,-2.099999999999998,-3.200000000000003
2026-03-07,Iowa State,Arizona State,1,21,9.813333333333333,-11.796666666666681,0.7333333333333343,-0.9333333333333336,1.5999999999999996,1.0333333333333314,-5.4,4.100000000000001,-2.5999999999999943
2026-03-11,Iowa State,Arizona State,0,49,10.237096774193546,-12.30766129032257,0.9133064516129039,-1.40725806451613,1.815524193548388,0.9475806451612918,1.6,4.100000000000001,-2.5999999999999943
2026-03-13,Iowa State,Arizona,0,-2,-0.10596590909091219,0.7030303030303031,6.683712121212121,-0.6837121212121211,-1.6278409090909083,-6.046401515151516,-2.1999999999999993,-2.099999999999998,-3.200000000000003
2025-11-19,Jackson State,Auburn,-1,-46,-41.633333333333326,32.974999999999994,5.666666666666668,1.833333333333334,-8.166666666666668,-6.75,-55.25,-20.4,1.7000000000000028
2025-11-21,Jackson State,Arkansas,-1,-54,-34.3,35.83,1.9499999999999993,3.4499999999999993,-3.0999999999999996,-8.8,-53.45,-21.6,-2.0
2025-12-10,Jackson State,Houston,-1,-42,-25.94027777777778,36.46111111111111,-0.9027777777777786,4.069444444444445,-4.611111111111111,-4.791666666666668,-39.8,-22.299999999999997,6.300000000000011
2025-12-18,Jackson State,Hampton,0,-7,-24.423636363636362,26.66272727272728,3.2727272727272734,3.5999999999999996,-4.590909090909092,-4.454545454545453,-33.4,-3.3999999999999995,4.5
2026-01-03,Jackson State,Alcorn State,1,3,-2.705769230769235,0.4621794871794833,5.865384615384617,-1.7243589743589762,-1.4743589743589736,1.198717948717949,5.0,-0.1999999999999993,2.200000000000003
2026-01-10,Jackson State,Alabama State,-1,11,-14.970476190476191,10.442380952380958,3.0476190476190474,1.9571428571428573,-3.9571428571428564,-1.8714285714285737,-3.6000000000000014,-0.2999999999999998,0.5
2026-01-12,Jackson State,Alabama A&M,-1,-9,-11.962500000000006,18.603750000000005,5.954166666666666,2.770833333333334,-2.0125,-4.912500000000001,-17.0,2.200000000000001,4.300000000000011
2026-01-24,Jackson State,Bethune-Cookman,-1,-37,-8.588888888888889,7.894444444444446,7.277777777777779,1.1111111111111125,-1.6111111111111116,-1.4444444444444429,-3.2,-1.8999999999999995,-0.19999999999998863
2026-01-26,Jackson State,Florida A&M,-1,1,-5.269969040247673,14.252321981424146,4.188854489164086,-1.321981424148607,-0.7770897832817338,-0.45510835913312775,-13.399999999999999,0.9000000000000004,1.1000000000000085
2026-01-31,Jackson State,Grambling State,1,-3,-9.752777777777766,16.10055555555556,6.605555555555558,-0.8388888888888886,-1.0277777777777786,-0.10000000000000142,-4.6,0.5,2.5
2026-02-09,Jackson State,Arkansas–Pine Bluff,-1,-21,-9.800000000000011,6.139130434782601,3.4347826086956523,-0.39130434782608603,-0.9565217391304337,-0.913043478260871,-8.399999999999999,0.5,0.4000000000000057
2026-02-14,Jackson State,Florida A&M,1,20,-2.653787878787881,12.32992424242424,4.541666666666668,-1.670454545454545,-0.2424242424242422,0.09848484848485128,2.0000000000000004,0.9000000000000004,1.1000000000000085
2026-02-16,Jackson State,Bethune-Cookman,1,5,-7.124000000000009,11.336000000000013,7.760000000000002,0.40000000000000036,-1.0,-2.3999999999999986,-8.0,-1.8999999999999995,-0.19999999999998863
2026-02-21,Jackson State,Alcorn State,-1,-18,-0.3772307692307635,-0.7815384615384602,5.783076923076923,0.14769230769230823,0.4292307692307702,3.190769230769231,8.8,-0.1999999999999993,2.200000000000003
2026-03-03,Jackson State,Arkansas–Pine Bluff,1,3,-8.799999999999997,4.993103448275875,3.034482758620687,0.068965517241379,-0.068965517241379,-0.4827586206896548,4.199999999999999,0.5,0.4000000000000057
2026-03-10,Jackson State,Grambling State,0,3,-3.206955645161301,16.245060483870958,4.355846774193548,-0.810483870967742,0.1572580645161299,-0.4717741935483879,-8.399999999999999,0.5,2.5
2026-03-11,Jackson State,Florida A&M,0,-10,-1.9469827586206918,10.788038793103453,4.164870689655171,-1.3448275862068968,0.193965517241379,-0.5517241379310356,-10.6,0.9000000000000004,1.1000000000000085
2025-11-18,Jacksonville,George Mason,-1,-22,0.14999999999999147,13.099999999999994,13.0,-0.5,3.0,-4.0,-5.0,-6.5,0.7000000000000028
2025-11-24,Jacksonville,Bethune-Cookman,0,5,-4.0,-11.060000000000002,7.399999999999999,3.1999999999999993,2.8000000000000007,-1.1999999999999993,7.8,0.5,-6.599999999999994
2025-12-02,Jacksonville,Florida A&M,1,3,22.457142857142856,-16.396428571428572,3.7142857142857153,-5.178571428571429,1.1785714285714288,4.571428571428573,20.3,3.3,-5.299999999999997
2025-12-06,Jacksonville,Florida International,-1,-23,-2.1571428571428584,3.596428571428561,-1.2142857142857153,0.125,-2.2321428571428577,-2.0892857142857153,-9.0,-3.2,-7.599999999999994
2025-12-17,Jacksonville,Florida A&M,-1,-7,15.384415584415578,-5.818181818181841,5.649350649350648,-3.194805194805193,3.545454545454545,1.571428571428573,10.6,3.3,-5.299999999999997
2025-12-22,Jacksonville,Florida State,-1,-24,-0.5500000000000114,4.908333333333317,-10.583333333333332,0.3333333333333339,-1.1666666666666679,-0.33333333333333215,9.4,-14.100000000000001,-6.299999999999997
2026-01-03,Jacksonville,Austin Peay,-1,-3,-2.1857142857142833,15.498809523809513,-1.6071428571428577,1.3809523809523796,1.095238095238095,-2.3928571428571423,-12.0,-0.7999999999999998,-4.5
2026-01-15,Jacksonville,Central Arkansas,-1,-2,-1.2705882352941131,4.270588235294127,-8.0,0.5294117647058822,0.6470588235294112,-2.882352941176471,-7.0,-1.3000000000000003,-4.900000000000006
2026-01-22,Jacksonville,Bellarmine,1,-7,-8.891812865497073,-13.033040935672531,2.795321637426902,1.6695906432748533,4.649122807017544,1.730994152046783,15.6,0.09999999999999964,-0.7999999999999972
2026-01-24,Jacksonville,Eastern Kentucky,1,5,-5.490000000000009,-4.5049999999999955,-8.450000000000003,0.4499999999999993,-1.6499999999999986,0.04999999999999716,-1.7999999999999998,-0.6000000000000005,-4.400000000000006
2026-01-31,Jacksonville,Florida Gulf Coast,1,-19,-2.904545454545456,-1.8409090909090935,-1.7727272727272734,0.04545454545454497,-0.545454545454545,-1.1363636363636367,8.8,-0.2999999999999998,-5.0
2026-02-18,Jacksonville,Florida Gulf Coast,-1,-2,-3.5148148148148266,0.07037037037038374,-2.074074074074076,0.18518518518518512,-0.37037037037037024,-1.2962962962962976,-10.4,-0.2999999999999998,-5.0
2026-02-21,Jacksonville,Austin Peay,1,-4,-6.669230769230779,9.880769230769232,-1.310439560439562,0.7829670329670328,0.5439560439560438,-2.01923076923077,-18.4,-0.7999999999999998,-4.5
2026-03-04,Jacksonville,Bellarmine,0,-3,-11.807741935483875,-12.655483870967728,-0.1935483870967758,1.6978494623655909,4.209677419354838,1.947311827956991,9.2,0.09999999999999964,-0.7999999999999972
2025-11-24,Jacksonville State,Arkansas State,-1,-11,19.058333333333337,-29.583333333333314,7.666666666666668,-6.416666666666666,1.75,7.583333333333332,40.5,-0.20000000000000018,-6.700000000000003
2025-12-13,Jacksonville State,Georgia State,-1,-4,18.08999999999999,-19.200000000000003,0.125,-0.625,2.8000000000000007,6.850000000000001,21.0,1.5999999999999996,-2.700000000000003
2025-12-17,Jacksonville State,Eastern Kentucky,1,-3,-2.152525252525251,-18.148484848484856,-6.101010101010104,-1.454545454545455,-1.4343434343434343,6.0808080808080796,-9.0,1.8999999999999995,-3.200000000000003
2025-12-20,Jacksonville State,East Tennessee State,-1,6,-6.171666666666667,-4.096666666666664,1.4166666666666679,-0.6666666666666661,2.033333333333333,3.616666666666667,-1.0,1.1999999999999997,-0.20000000000000284
2026-01-02,Jacksonville State,Delaware,-1,3,9.816666666666663,-13.650000000000006,1.75,-1.666666666666666,4.916666666666667,3.083333333333332,12.0,0.2999999999999998,1.7000000000000028
